一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 統 計 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第五區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
,,,,2620541.673,,,,,,,西,"3.7,3.7",-,3,"7,399","72,015","7,060","6,726",66,126,2,123,17,683,7～8,,,,
雲林縣,V-I27,快速公路,29K+300,193998.527,台78線,虎尾~斗南,25K+417~29K+300,平原區,3.9,20.8,東,"3.7,3.7",-,3,"19,113","70,070","17,967","16,818",134,610,32,358,14,"1,879",15～16,0.55 ,,,
,,,,2619067.933,,,,,,,西,"3.7,3.7",-,3,"19,381","70,865","18,170","16,869",142,740,33,358,29,"1,565",10～11,,,,
雲林縣,V-I28,快速公路,38K+300,202229.400,台78線,斗南~斗六,29K+300~38K+300,平原區,9,19.8,東,"3.7,3.7",-,2.5,"12,966","107,895","11,988","11,020",145,466,26,314,18,"1,359",15～16,0.50 ,,,
,,,,2618287.729,,,,,,,西,"3.7,3.7",-,2.5,"12,857","107,637","11,960","11,003",128,509,22,272,25,"1,371",16～17,,,,
雲林縣,V-I29,快速公路,40K+050,203435.312,台78線,斗六~古坑,38K+300~42K+543,平原區,4.2,20.8,東,"3.7,3.7",-,3,"8,489","31,736","7,556","6,697",158,364,26,311,1,"1,098",15～16,0.58 ,,,
,,,,2618674.755,,,,,,,西,"3.7,3.7",-,3,"7,880","29,421","7,005","6,232",127,321,24,302,0,805,11～12,,,,
,,,,,,合計,,,34.5,,,,,," 101,629 "," 601,323 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣,V-I30,東石大橋,3K+600,166574.659,台82線,東石大橋~朴子,3K+600~11K+500,平原區,7.9,20,東,"3.8,3.8",-,3,"7,054","56,529","7,156","5,995",94,199,6,35,827,"1,193",18～19,0.53 ,,,
,,,,2595232.513,,,,,,,西,"3.8,3.8",-,3,"7,402","59,508","7,533","6,303",100,167,6,44,913,"1,068",14～15,,,,
嘉義縣,V-I31,朴子,11K+700,174443.703,台82線,朴子~馬稠後,11K+500~13K+800,平原區,2.3,19,東,"3.8,3.8",-,3,"11,295","24,589","10,691","9,872",173,473,15,131,27,"1,401",18～19,0.53 ,,,
,,,,2594580.854,,,,,,,西,"3.8,3.8",-,3,"11,393","24,938","10,843","10,046",199,449,12,107,29,"1,235",15～16,,,,
嘉義縣,V-I32,後寮,19K+100,180845.690,台82線,馬稠後~中山高交流道,13K+800~22K+530,平原區,8.7,21.2,東,"3.8,3.8",-,3,"17,746","144,927","16,658","15,308",281,748,23,269,28,"1,875",17～18,0.53 ,,,
,,,,2591905.831,,,,,,,西,"3.8,3.8",-,3,"18,087","148,262","17,042","15,717",293,728,18,256,31,"1,694",7～8,,,,
嘉義縣,V-I33,中庄,31K+800,193178.155,台82線,中山高交流道~檳榔樹角,22K+530~32K+000,平原區,9.5,21.4,東,"3.8,3.8",-,3,"11,232","97,051","10,216","8,762",127,"1,113",19,181,13,"1,099",14～15,0.55 ,,,
,,,,2591902.912,,,,,,,西,"3.8,3.8",-,3,"10,098","86,952","9,153","7,837",146,969,21,174,6,895,14～15,,,,
嘉義縣,V-I34,檳榔樹角,33K+100,194417.361,台82線,檳榔樹角~溪底寮,32K+000~34K+200,平原區,2.2,21.2,東,"3.8,3.8",-,0.8,"7,911","16,084","7,311","6,651",126,353,7,174,0,797, 9～10,0.52 ,,,
,,,,2592348.910,,,,,,,西,"3.8,3.8",-,0.8,"8,436","17,196","7,817","7,072",104,476,10,154,0,860,14～15,,,,
,,,,,,合計,,,30.6,,,,,," 110,653 "," 676,037 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺南市,V-I35,學甲交流道,10K+000,23.24493,台84線,學甲交流道~西庄交流道,10K+000~22K+000,平原區,12,20,東,"3.5,3.5",-,3.0,"9,190","90,115","7,510","6,218",51,503,57,650,30,"1,045",16～17,0.54 ,,,
,,,,120.20460,,,,,,,西,"3.5,3.5",-,3.0,"8,486","84,624","7,052","5,914",53,451,31,567,37,897,10～11,,,,
臺南市,V-I36,西庄交流道,22K+100,178701.308,台84線,西庄交流道~新中,22K+000~26K+458,平原區,4.5,20,東,"3.5,3.5",-,3.0,"7,096","27,028","6,006","5,049",26,447,34,403,48,805,16～17,0.56 ,,,
,,,,2564415.749,,,,,,,西,"3.5,3.5",-,3.0,"7,157","27,094","6,021","5,042",25,460,31,424,39,626,15～16,,,,
臺南市,V-I37,大內交流道,31K+750,185752.640,台84線,新中~頭社,26K+458~32K+340,平原區,5.9,20.2,東,"3.5,3.6",-,3.0,"6,935","38,916","6,596","6,215",33,170,1,128,49,962,11～12,0.55 ,,,
,,,,2559958.434,,,,,,,西,"3.5,3.6",-,3.0,"7,133","39,371","6,673","6,218",36,187,0,184,49,"1,181",15～16,,,,
臺南市,V-I38,玉豐大橋,40K+450,193702.329,台84線,走馬瀨~玉井,37K+800~41K+780,丘陵區,4,24,東,"3.8,3.8",3.6,0.8,"7,618","28,999","7,250","6,339",47,94,1,105,663,990,11～12,0.54 ,,,
,,,,2558194.369,,,,,,,西,"3.8,3.8",3.6,0.8,"7,987","29,230","7,308","6,285",48,108,2,180,685,"1,175",15～16,,,,
,,,,,,合計,,,26.4,,,,,," 61,601 "," 365,376 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺南市,V-I39,明興路上方,0K+550,248170.826,台86線,台南端~灣裡交流道,0K+000~2K+010,平原區,2.01,20.8,東,"3.7,3.7",-,3,"12,834","23,144","11,514","9,832",50,"1,220",12,342,58,"1,098",17～18,0.51 ,,,
,,,,2652129.977,,,,,,,西,"3.7,3.7",-,3,"12,994","23,573","11,728","10,107",42,"1,171",14,329,65,"1,126",17～18,,,,
臺南市,V-I40,路橋下,4K+250,169501.535,台86線,灣裡交流道~台南交流道,2K+010~5K+437,平原區,3.427,20.8,東,"3.7,3.7",-,3,"25,582","81,707","23,842","21,297",69,"2,039",24,334,78,"1,946",17～18,0.52 ,,,
,,,,2536449.876,,,,,,,西,"3.7,3.7",-,3,"25,808","82,124","23,964","21,444",85,"1,914",32,407,83,"2,074",17～18,,,,
臺南市,V-I41,鋼拱橋,6K+000,171035.251,台86線,台南交流道~仁德系統交流道,5K+437~8K+435,平原區,2.998,20.8,東,"3.7,3.7",-,3,"31,702","89,423","29,828","27,854",198,"1,101",33,590,52,"2,659",17～18,0.51 ,,,
,,,,2537271.227,,,,,,,西,"3.7,3.7",-,3,"32,667","92,336","30,799","28,641",212,"1,319",33,531,64,"2,769",7～8,,,,
臺南市,V-I42,農路高架橋,10K+500,174790.884,台86線,仁德系統交流道~上崙交流道,8K+435~10K+619,平原區,2.184,20.8,東,"3.7,3.7",-,3,"23,638","47,293","21,654","19,319",148,"1,521",18,572,76,"1,945",17～18,0.52 ,,,
,,,,2536967.423,,,,,,,西,"3.7,3.7",-,3,"23,450","47,202","21,613","19,438",152,"1,414",24,517,68,"2,107",17～18,,,,
臺南市,V-I43,21號橋,16K+200,178995.926,台86線,大潭交流道~歸仁交流道,11K+814~16K+900,平原區,5.086,20.8,東,"3.7,3.7",-,3,"13,602","63,852","12,554","11,431",102,631,8,341,42,"1,330", 9～10,0.53 ,,,
,,,,2539716.653,,,,,,,西,"3.7,3.7",-,3,"14,320","66,731","13,121","11,780",103,819,24,354,41,"1,489",17～18,,,,
臺南市,V-I44,關廟端加油站,18K+700,179874.146,台86線,歸仁交流道~關廟,16K+900~18K+906,平原區,2.006,17.6,東,"3.5,3.5",-,1.8,"14,401","26,735","13,328","11,899",69,536,17,441,365,"1,363",10～11,0.54 ,,,
,,,,2541558.581,,,,,,,西,"3.5,3.5",-,1.8,"15,183","28,281","14,098","12,525",68,620,24,432,429,"1,597",17～18,,,,
,,,,,,合計,,,17.7,,,,,," 246,180 "," 672,401 ",,,,,,,,,,,,,
