一 ○ 五 年 度 公 路 平 均 每 日 交 通 量 調 查 資 料 表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
填報單位：交通部公路總局第二區養護工程處,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    調查週期：定期按年辦理
縣,調      查      站,,,,路,起 迄 地 名,起 迄 樁 號,"地

形","里


程","路
面
寬
度","方


向",車道佈設,,,總        計,,各  車  種  車  輛  數  (輛/日),,,,,,,尖峰小時,,方,自行車,,備
南投縣,Ⅱ-I49,塔塔加,109K+250,"E120'53'24.0""",台18線,嘉投縣界~塔塔加,97K+599~109K+985,山嶺區,12.4,7.5,東,3.3,0,0.3,298 ,"2,480 ",200 ,148 ,3 ,3 ,0 ,0 ,46 ,193 ,13-14,0.55,,,
,,,,"N23'29'14.3""",,,,,,,西,3.4,0,0.3,375 ,"3,001 ",242 ,210 ,3 ,4 ,0 ,0 ,25 ,,,,,,
,,,,,,合計,,,12.4 ,,,,,,673,"5,481",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化縣,Ⅱ-I50,中華陸橋,1K+000,"E120'32'11.5""",台19線,彰化~142線交岔路口,0K+000~3K+050,平原區,3.1,12,北,3.1,0,1.1,"18,187 ","75,426 ","24,331 ","11,335 ",143 ,93 ,0 ,0 ,"12,760 ","3,038 ",17-18,0.51,,,
,,,,"N24'04'36.5""",,,,,,,南,3.0,0,1.3,"17,618 ","72,562 ","23,407 ","11,070 ",162 ,91 ,0 ,0 ,"12,084 ",,,,,,
彰化縣,Ⅱ-I51,秀水橋,5K+600,"E120'30'24.6""",台19線,142線交岔路口~144線交岔路口,3K+050~9K+388,平原區,6.3,23.4,北,"3.5,3.5",0,3.6,"13,976 ","99,086 ","15,728 ","9,996 ",114 ,289 ,4 ,70 ,"5,255 ","1,452 ",17-18,0.50,,,
,,,,"N24'02'38.7""",,,,,,,南,"3.5,3.5",0,3.6,"14,258 ","100,832 ","16,005 ","10,253 ",114 ,319 ,3 ,65 ,"5,251 ","1,422 ",07-08,,,,
彰化縣,Ⅱ-I52,萬豐橋,10K+000,"E120'29'8.9""",台19線,144線交岔路口~溪湖,9K+388~15K+000,平原區,5.6,23.2,北,"3.6,3.5",0,3.0,"12,448 ","76,115 ","13,592 ","9,117 ",81 ,401 ,9 ,79 ,"3,905 ","1,827 ",07-08,0.51,,,
,,,,"N24'00'37.1""",,,,,,,南,"3.6,3.5",0,3.7,"12,817 ","77,980 ","13,925 ","9,464 ",109 ,399 ,7 ,84 ,"3,862 ","1,434 ",17-18,,,,
彰化縣,Ⅱ-I53,溪湖外環,15K+400,"E120'28'50.6""",台19線,溪湖~崙子腳路,15K+000~16K+700,平原區,1.7,17.8,北,"3.5,3.6",0,1.5,"5,668 ","10,334 ","6,079 ","4,198 ",35 ,184 ,1 ,59 ,"1,602 ",588 ,07-08,0.52,,,
,,,,"N23'57'50.9""",,,,,,,南,"3.5,3.6",0,1.5,"5,215 ","9,518 ","5,599 ","3,858 ",20 ,217 ,1 ,40 ,"1,463 ",493 ,17-18,,,,
彰化縣,Ⅱ-I54,鹿島橋,20K+400,"E120'28'29.9""",台19線,崙子腳路~埤頭,16K+700~22K+650,平原區,6,23.8,北,"3.5,3.6",0,4.0,"9,296 ","56,316 ","9,386 ","7,030 ",50 ,515 ,6 ,137 ,"1,648 ",972 ,07-08,0.50,,,
,,,,"N23'55'21.1""",,,,,,,南,"3.5,3.6",0,4.0,"9,395 ","56,736 ","9,456 ","7,074 ",53 ,515 ,8 ,150 ,"1,656 ",827 ,17-18,,,,
彰化縣,Ⅱ-I55,埤頭外環,24K+500,"E120'28'26.1""",台19線,埤頭~台19線交岔路口,22K+650~28K+350,平原區,5.7,23.6,北,"3.5,4.6",0,1.2,"2,648 ","14,706 ","2,580 ","1,748 ",8 ,240 ,6 ,68 ,510 ,286 ,07-08,0.53,,,
,,,,"N23'53'21.7""",,,,,,,南,"3.5,4.6",0,1.2,"2,413 ","13,292 ","2,332 ","1,569 ",5 ,192 ,5 ,82 ,479 ,254 ,10-11,,,,
彰化縣,Ⅱ-I56,慈航宮,32K+100,"E120'25'20.5""",台19線,台19線交岔路口~彰雲縣界,28K+350~38K+050,平原區,9.7,23.2,北,"3.6,3.5",2.0,1.3,"3,707 ","33,610 ","3,465 ","2,707 ",24 ,263 ,8 ,96 ,367 ,412 ,17-18,0.51,,,
,,,,"N23'51'20.1""",,,,,,,南,"3.6,3.7",2.0,1.2,"3,602 ","31,835 ","3,282 ","2,472 ",16 ,282 ,8 ,133 ,371 ,358 ,11-12,,,,
,,,,,,合計,,,38.1 ,,,,,,"131,248","728,348",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-I57,天冷,0K+200,E120'51'40.1'',台21線,天冷~大坪頂,0K+000~10K+000,丘陵區,10,7.6,北,3.4,0,0.3,"1,093 ","12,300 ","1,230 ",845 ,11 ,11 ,0 ,0 ,363 ,292 ,10-11,0.50,,,
,,,,N24'09'38.4'',,,,,,,南,3.4,0,0.3,"1,097 ","12,420 ","1,242 ",876 ,4 ,11 ,0 ,0 ,351 ,,,,,,
台中市,Ⅱ-I58,大坪頂,11K+200,E120'52'51.7'',台21線,大坪頂~中投縣界,10K+000~17K+468,山嶺區,7.5,7.4,北,3.1,0,0.7,638 ,"3,458 ",461 ,250 ,4 ,9 ,0 ,0 ,198 ,235 ,16-17,0.54,,,
,,,,N24'07'44.7'',,,,,,,南,3.1,0,0.3,549 ,"2,932 ",391 ,243 ,2 ,7 ,0 ,0 ,139 ,,,,,,
南投縣,Ⅱ-I59,長春橋,20K+300,"E120'52'38.1""",台21線,中投縣界~葉厝,17K+468~21K+629,丘陵區,4.2,8.9,北,3.9,0,0.5,"1,658 ","7,711 ","1,836 ","1,171 ",22 ,36 ,0 ,2 ,605 ,328 ,10-11,0.50,,,
,,,,"N24'04'29.7""",,,,,,,南,3.9,0,0.4,"1,618 ","7,694 ","1,832 ","1,160 ",18 ,27 ,0 ,2 ,625 ,,,,,,
南投縣,Ⅱ-I60,復興橋,25K+950,"E120'54'37.4""",台21線,葉厝~梅子林,21K+629~28K+557,丘陵區,6.9,8.6,北,3.5,0,0.6,"1,574 ","11,778 ","1,707 ","1,112 ",32 ,30 ,0 ,2 ,531 ,396 ,11-12,0.52,,,
,,,,"N24'03'28.8""",,,,,,,南,3.5,0,1.0,"1,667 ","12,717 ","1,843 ","1,188 ",34 ,23 ,0 ,2 ,596 ,,,,,,
南投縣,Ⅱ-I61,里程牌,42K+900,"E120'58'26.3""",台21線,梅子林~國道六號埔里交流道,28K+557~43K+100,丘陵區,14.5,18.4,北,3.4,0,5.6,"4,665 ","77,242 ","5,327 ","3,241 ",23 ,124 ,0 ,3 ,"1,936 ",421 ,11-12,0.50,,,
,,,,"N23'59'18.9""",,,,,,,南,"3.4,3.3",0,2.3,"4,774 ","76,778 ","5,295 ","3,315 ",46 ,135 ,0 ,4 ,"1,795 ",455 ,11-12,,,,
南投縣,Ⅱ-I62,牛眠橋,43K+800,"E120'58'17.5""",台21線,國道六號埔里交流道~埔里,43K+100~45K+791,丘陵區,2.7,13,北,3.7,0,2.8,"6,376 ","18,954 ","7,020 ","4,845 ",36 ,107 ,2 ,17 ,"2,013 ","1,078 ",11-12,0.50,,,
,,,,"N23'58'52.4""",,,,,,,南,3.7,0,2.8,"6,489 ","19,248 ","7,129 ","5,088 ",44 ,83 ,2 ,12 ,"1,900 ",,,,,,
南投縣,Ⅱ-I63,新城橋,55K+600,"E120'55'33.6""",台21線,埔里~頭社,45K+791~69K+020,山嶺區,23.2,15,北,"3.2,3.2",0,1.0,"12,412 ","174,696 ","7,530 ","5,768 ",465 ,113 ,1 ,43 ,"1,140 ","1,974 ",15-16,0.50,9 ,34 ,自行車車輛數(輛/日)：22
,,,,"N23'54'25.3""",,,,,,,南,"3.2,3.2",0,1.0,"12,243 ","173,466 ","7,477 ","5,727 ",491 ,77 ,0 ,33 ,"1,149 ","1,689 ",10-11,,12 ,75 ,自行車車輛數(輛/日)；44
南投縣,Ⅱ-I64,頂平四號橋,74K+300,"E120'52'20.3""",台21線,頭社~頂崁,69K+020~76K+400,丘陵區,7.4,14.8,北,"3.1,4.2",0,0.3,"2,038 ","13,949 ","1,885 ","1,447 ",62 ,25 ,0 ,47 ,304 ,351 ,10-11,0.50,3 ,28 ,自行車車輛數(輛/日)；16
,,,,"N23'48'28.7""",,,,,,,南,"3.4,3.3",0,0.3,"2,026 ","13,868 ","1,874 ","1,427 ",113 ,7 ,0 ,37 ,290 ,403 ,16-17,,9 ,68 ,自行車車輛數(輛/日)；39
南投縣,Ⅱ-I65,龍神橋,78K+400,"E120'52'12.5""",台21線,頂崁~郡坑,76K+400~86K+363,丘陵區,10,7.4,北,3.3,0,0.4,"3,523 ","31,620 ","3,162 ","2,770 ",50 ,81 ,0 ,51 ,210 ,694 ,08-09,0.52,,,
,,,,"N23'46'43.7""",,,,,,,南,3.1,0,0.4,"3,813 ","34,100 ","3,410 ","2,935 ",45 ,96 ,0 ,64 ,270 ,,,,,,
南投縣,Ⅱ-I66,陳有蘭溪橋,93K+600,"E120'52'45.7""",台21線,郡坑~和社,86K+363~105K+305,山嶺區,18.9,9,北,3.4,0,1.0,"3,154 ","37,044 ","1,960 ","1,684 ",35 ,47 ,0 ,4 ,190 ,656 ,16-17,0.52,,,
,,,,"N23'39'33.4""",,,,,,,南,3.4,0,1.0,"3,441 ","40,257 ","2,130 ","1,834 ",38 ,53 ,0 ,5 ,200 ,,,,,,
南投縣,Ⅱ-I67,松泉橋,107K+450,"E120'51'49.5""",台21線,和社~監工站,105K+305~121K+067,山嶺區,15.8,8.8,北,4.0,0,0.3,875 ,"9,053 ",573 ,484 ,7 ,8 ,0 ,0 ,74 ,256 ,12-13,0.52,,,
,,,,"N23'33'12.3""",,,,,,,南,3.9,0,0.4,954 ,"9,875 ",625 ,530 ,5 ,11 ,0 ,0 ,79 ,,,,,,
南投縣,Ⅱ-I68,大勇橋,124K+300,"E120'54'29.8""",台21線,監工站~塔塔加,121K+067~145K+035,山嶺區,24,8.4,北,4.0,0,0.1,345 ,"5,424 ",226 ,189 ,3 ,3 ,0 ,0 ,31 ,156 ,11-12,0.52,,,
,,,,"N23'31'43.1""",,,,,,,南,4.0,0,0.1,380 ,"5,952 ",248 ,215 ,2 ,4 ,0 ,0 ,27 ,,,,,,
,,,,,,合計,,,145.1 ,,,,,,"77,402","812,536",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南投縣,Ⅱ-I69,日月潭收費站,0K+088,"E120'55'14.6""",台21甲線,日月潭~投社,0K+000~20K+792,山嶺區,20.8,10.1,北,4.5,0,0.4,"4,108 ","51,064 ","2,455 ","1,962 ",142 ,26 ,0 ,0 ,325 ,"1,541 ",15-16,0.51,,,
,,,,"N23'52'18.8""",,,,,,,南,4.5,0,0.5,"4,281 ","52,395 ","2,519 ","2,051 ",173 ,11 ,0 ,0 ,284 ,,,,,,
,,,,,,合計,,,20.8 ,,,,,,"8,389","103,459",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苗栗縣,Ⅱ-I70,崎頂,87K+600,"E120'52'6.4""",台61線,崎頂~大山,87K+550~99K+600,平原區,12.1,19.4,北,"3.7,3.7",0,1.0,"4,933 ","56,241 ","4,648 ","4,231 ",25 ,169 ,3 ,112 ,108 ,707 ,17-18,0.51,,,
,,,,"N24'43'18.8""",,,,,,,南,"3.7,3.7",0,1.0,"5,041 ","57,741 ","4,772 ","4,334 ",14 ,194 ,2 ,105 ,123 ,583 ,17-18,,,,
苗栗縣,Ⅱ-I70側車道,崎頂,87K+600,"E120'52'6.6""",台61線,崎頂~大山,87K+550~99K+600,平原區,12.1,19.4,北,"3.3,3.3",2.0,0.5,"1,517 ","22,760 ","1,881 ",599 ,0 ,11 ,0 ,5 ,"1,266 ",280 ,07-08,0.53,,,側車道2車道
,,,,"N24'43'18.4""",,,,,,,南,"3.3,3.3",0,2.4,"1,512 ","25,410 ","2,100 ",565 ,1 ,22 ,0 ,2 ,"1,510 ",204 ,17-18,,,,側車道2車道
苗栗縣,Ⅱ-I71,龍港,102K+900,"E120'46'24.9""",台61線,大山~後龍,99K+600~105K+295,平原區,5.7,19.8,北,"3.6,3.6",0,1.0,"3,844 ","18,229 ","3,198 ","2,619 ",23 ,136 ,6 ,300 ,114 ,699 ,17-18,0.52,,,
,,,,"N24'37'30.2""",,,,,,,南,"3.6,3.6",0,1.0,"3,324 ","16,633 ","2,918 ","2,453 ",15 ,151 ,3 ,181 ,115 ,355 ,09-10,,,,
苗栗縣,Ⅱ-I71側車道,龍港,102K+900,"E120'46'24.5""",台61線,大山~後龍,99K+600~105K+295,平原區,5.7,19.2,北,"3.2,3.2",2.0,0.4,"1,416 ","8,767 ","1,538 ","1,019 ",0 ,16 ,0 ,9 ,494 ,191 ,14-15,0.57,26 ,120 ,"側車道2車道
自行車車輛數(輛/日)：73"
,,,,"N24'37'30.1""",,,,,,,南,"3.3,3.3",1.6,0.4,986 ,"6,509 ","1,142 ",594 ,1 ,6 ,0 ,1 ,540 ,131 ,13-14,,43 ,234 ,"側車道2車道
自行車車輛數(輛/日)：139"
苗栗縣,Ⅱ-I72,通霄,110K+750,"E120'43'12.8""",台61線,後龍~通霄,105K+295~121K+100,平原區,15.8,21.8,北,"3.5,3.6",0,3.0,"3,744 ","49,438 ","3,129 ","2,585 ",28 ,142 ,6 ,277 ,91 ,642 ,18-19,0.50,,,
,,,,"N24'34'43.6""",,,,,,,南,"3.5,3.6",0,3.0,"3,539 ","48,854 ","3,092 ","2,649 ",20 ,129 ,3 ,201 ,90 ,403 ,10-11,,,,
苗栗縣,Ⅱ-I72側車道,通霄,110K+750,"E120'43'12.3""",台61線,後龍~通霄,105K+295~121K+100,平原區,15.8,14,北,3.3,2.1,1.0,314 ,"7,600 ",481 ,72 ,1 ,12 ,0 ,7 ,389 ,103 ,07-08,0.59,5 ,61 ,"側車道2車道
自行車車輛數(輛/日)：33"
,,,,"N24'34'43.4""",,,,,,,南,3.3,2.1,1.2,435 ,"11,028 ",698 ,126 ,0 ,15 ,0 ,0 ,557 ,,,,40 ,150 ,"側車道2車道
自行車車輛數(輛/日)：95"
苗栗縣,Ⅱ-I73,苑裡,130K+000,"E120'38'15.3""",台61線,通霄~苑裡,121K+100~130K+880,平原區,9.8,21.8,北,"3.5,3.5",0,2.8,"3,305 ","24,059 ","2,455 ","1,797 ",11 ,155 ,6 ,395 ,91 ,601 ,17-18,0.54,,,
,,,,"N24'26'22.6""",,,,,,,南,"3.5,3.5",0,2.8,"2,607 ","20,776 ","2,120 ","1,703 ",2 ,111 ,3 ,227 ,74 ,245 ,15-16,,,,
苗栗縣,Ⅱ-I73側車道,苑裡,130K+000,"E120'38'16.5""",台61線,通霄~苑裡,121K+100~130K+880,平原區,9.8,13.4,北,5.0,0,1.1,913 ,"8,928 ",911 ,637 ,1 ,23 ,0 ,41 ,209 ,171 ,07-08,0.54,1 ,4 ,"側車道2車道
自行車車輛數(輛/日)：3"
,,,,"N24'26'22.6""",,,,,,,南,4.9,0,1.0,736 ,"7,644 ",780 ,547 ,1 ,19 ,0 ,17 ,196 ,,,,9 ,16 ,"側車道2車道
自行車車輛數(輛/日)：13"
台中市,Ⅱ-I74,大安溪橋,135K+600,E120'36'45.4'',台61線,苑裡~大甲,130K+880~140K+700,平原區,9.8,20,北,"3.5,3.5",0,2.4,"6,289 ","47,256 ","4,822 ","3,731 ",24 ,232 ,3 ,694 ,138 ,830 ,07-08,0.52,,,分離車道
,,,,N24'24'16.8'',,,,,,,南,"3.5,3.5",0,2.4,"5,649 ","44,443 ","4,535 ","3,661 ",19 ,187 ,3 ,529 ,136 ,538 ,10-11,,,,分離車道
台中市,Ⅱ-I74側車道,大安溪橋,135K+600,E120'36'45.0'',台61線,苑裡~大甲,130K+880~140K+700,平原區,9.8,14.8,北,"3.3,3.3",0,0.3,439 ,"5,449 ",556 ,243 ,3 ,6 ,0 ,0 ,304 ,91 ,07-08,0.57,,,側車道2車道
,,,,N24'24'16.6'',,,,,,,南,"3.3,3.3",0,0.3,617 ,"7,311 ",746 ,380 ,4 ,7 ,0 ,3 ,352 ,105 ,17-18,,,,側車道2車道
台中市,Ⅱ-I75,大甲溪橋,145K+000,E120'34'2.8'',台61線,大甲~清水,140K+700~150K+000,平原區,9.3,20,北,"3.6,3.6",0,2.3,"7,748 ","56,897 ","6,118 ","4,985 ",27 ,236 ,4 ,765 ,101 ,784 ,17-18,0.50,,,分離車道
,,,,N24'19'34.9'',,,,,,,南,"3.6,3.6",0,2.3,"7,319 ","56,033 ","6,025 ","4,977 ",30 ,225 ,3 ,615 ,175 ,753 ,07-08,,,,分離車道
台中市,Ⅱ-I75側車道,大甲溪橋,145K+000,E120'34'2.8'',台61線,大甲~清水,140K+700~150K+000,平原區,9.3,14.4,北,"3.3,3.3",0,0.3,733 ,"7,505 ",807 ,391 ,3 ,5 ,0 ,35 ,373 ,88 ,07-08,0.53,,,"側車道2車道；
（平日）自行車車輛數(輛/日)：6
（假日）自行車車輛數(輛/日)：7"
,,,,N24'19'35.1'',,,,,,,南,"3.3,3.3",0,0.3,624 ,"6,603 ",710 ,322 ,4 ,4 ,0 ,26 ,354 ,120 ,17-18,,,,"側車道2車道；
（平日）自行車車輛數(輛/日)：15
（假日）自行車車輛數(輛/日)：19"
台中市,Ⅱ-I76,清水,151K+750,E120'32'54.2'',台61線,清水~梧棲,150K+000~154K+900,平原區,4.9,19.2,北,"3.5,3.6",0,1.4,"16,867 ","60,824 ","12,413 ","9,441 ",94 ,759 ,20 ,"2,011 ",88 ,"1,456 ",17-18,0.50,,,
,,,,N24'16'47.7'',,,,,,,南,"3.5,3.6",0,1.4,"16,033 ","60,314 ","12,309 ","9,638 ",77 ,778 ,14 ,"1,662 ",140 ,"1,816 ",07-08,,,,
台中市,Ⅱ-I77,清水,150K+600,E120'32'41.0'',台61線,清水~梧棲,150K+000~154K+900,平原區,4.9,34.2,北,"3.4,3.3,3.6",0,3.2,"12,619 ","52,038 ","10,620 ","7,531 ",116 ,518 ,13 ,"1,097 ","1,345 ","1,204 ",16-17,0.50,,,平面道路
,,,,N24'16'11.8'',,,,,,,南,"3.5,3.5,3.6",0,3.2,"12,633 ","52,876 ","10,791 ","7,371 ",119 ,522 ,18 ,"1,079 ","1,682 ","1,341 ",07-08,,,,平面道路
台中市,Ⅱ-I78,梧棲,155K+300,E120'31'54.9'',台61線,梧棲~中彰縣界,154K+900~163K+300,平原區,8.4,19.2,北,"3.5,3.6",0,1.4,"17,931 ","118,490 ","14,106 ","11,277 ",124 ,935 ,14 ,"1,654 ",102 ,"1,681 ",17-18,0.50,,,
,,,,N24'14'24.3'',,,,,,,南,"3.5,3.6",0,1.4,"17,505 ","119,448 ","14,220 ","11,759 ",93 ,786 ,17 ,"1,432 ",133 ,"1,925 ",07-08,,,,
彰化縣,Ⅱ-I79,伸港,164K+450,"E120'28'48.7""",台61線,中彰縣界~伸港交流道,163K+300~166K+168,平原區,2.9,22,北,"3.5,3.5",0,2.4,"15,515 ","31,442 ","10,842 ","7,860 ",65 ,689 ,24 ,"2,137 ",67 ,"1,389 ",16-17,0.51,,,
,,,,"N24'10'36.7""",,,,,,,南,"3.5,3.5",0,2.4,"15,612 ","30,607 ","10,554 ","7,298 ",38 ,799 ,36 ,"2,300 ",83 ,"1,479 ",07-08,,,,
彰化縣,Ⅱ-I80,全興工業區,168K+100,"E120'27'19.9""",台61線,伸港交流道~線西交流道,166K+168~169K+915,平原區,3.7,22,北,"3.5,3.5",0,2.4,"16,445 ","42,765 ","11,558 ","8,414 ",65 ,769 ,23 ,"2,224 ",63 ,"1,467 ",17-18,0.51,,,
,,,,"N24'09'10.5""",,,,,,,南,"3.5,3.5",0,2.4,"15,610 ","40,511 ","10,949 ","7,886 ",39 ,809 ,56 ,"2,078 ",81 ,"1,604 ",09-10,,,,
彰化縣,Ⅱ-I81,洋厝,171K+950,"E120'26'17.9""",台61線,線西交流道~洋厝交流道,169K+915~174K+834,平原區,4.9,22,北,"3.5,3.5",0,2.4,"16,884 ","59,672 ","12,178 ","9,210 ",47 ,660 ,25 ,"2,165 ",71 ,"1,707 ",07-08,0.51,,,
,,,,"N24'07'22.6""",,,,,,,南,"3.5,3.5",0,2.4,"16,817 ","58,129 ","11,863 ","8,825 ",38 ,598 ,40 ,"2,292 ",70 ,"1,691 ",17-18,,,,
彰化縣,Ⅱ-I82,鹿港,175K+550,"E120'25'50.0""",台61線,洋厝交流道~鹿港交流道,174K+834~177K+835,平原區,3,22,北,"3.5,3.5",0,2.4,"17,462 ","38,988 ","12,996 ","10,181 ",46 ,631 ,23 ,"2,053 ",62 ,"1,550 ",16-17,0.51,,,
,,,,"N24'05'29.0""",,,,,,,南,"3.5,3.5",0,2.4,"17,815 ","38,133 ","12,711 ","9,541 ",38 ,690 ,35 ,"2,347 ",60 ,"1,819 ",10-11,,,,
彰化縣,Ⅱ-I83,福興,178K+600,"E120'24'48.3""",台61線,鹿港交流道~福興交流道,177K+835~180K+000,平原區,2.2,22,北,"3.5,3.5",0,2.4,"14,669 ","23,806 ","10,821 ","8,409 ",52 ,520 ,14 ,"1,777 ",49 ,"1,798 ",07-08,0.50,,,
,,,,"N24'04'9.2""",,,,,,,南,"3.5,3.5",0,2.4,"15,335 ","23,769 ","10,804 ","7,992 ",38 ,604 ,31 ,"2,085 ",54 ,"1,643 ",17-18,,,,
彰化縣,Ⅱ-I84,漢寶,183K+900,"E120'23'28.1""",台61線,福興交流道~漢寶交流道,180K+000~185K+000,平原區,5,22,北,"3.5,3.5",0,2.4,"10,279 ","38,675 ","7,735 ","6,072 ",60 ,391 ,15 ,"1,153 ",44 ,"1,021 ",16-17,0.54,,,
,,,,"N24'01'52.0""",,,,,,,南,"3.5,3.5",0,2.4,"9,235 ","33,465 ","6,693 ","4,996 ",43 ,441 ,26 ,"1,134 ",53 ,985 ,10-11,,,,
彰化縣,Ⅱ-I85,王功,187K+100,"E120'22'52.4""",台61線,漢寶交流道~王功交流道,185K+000~192K+300,平原區,7.3,22,北,"3.5,3.5",0,2.4,"8,312 ","45,530 ","6,237 ","4,821 ",50 ,391 ,8 ,927 ,40 ,996 ,16-17,0.53,,,王功交流道192K+300~大城交流道208K+400未通車
,,,,"N24'00'14.1""",,,,,,,南,"3.5,3.5",0,2.4,"7,630 ","40,413 ","5,536 ","4,107 ",39 ,391 ,23 ,926 ,50 ,868 ,10-11,,,,
彰化縣,Ⅱ-I86,大城,209K+600,"E120'17'41.5""",台61線,大城交流道~西濱大橋南端,208K+400~215K+670,平原區,7.3,22,北,"3.5,3.5",0,2.4,"5,770 ","30,288 ","4,149 ","3,090 ",19 ,249 ,6 ,745 ,40 ,710 ,17-18,0.50,,,王功交流道192K+300~大城交流道208K+400未通車
,,,,"N23'51'0.8""",,,,,,,南,"3.5,3.5",0,2.4,"5,694 ","29,799 ","4,082 ","3,012 ",28 ,243 ,50 ,698 ,51 ,529 ,12-13,,,,
,,,,,,合計,,,102.3 ,,,,,,"370,256","1,692,096",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化縣,Ⅱ-I87,台17線路口,1K+500,"E120'28'21.5""",台61乙線,彰濱~134線交岔路口,0K+000~3K+000,平原區,3,19.6,北,"3.5,4.0",0,1.6,"4,069 ","11,265 ","3,755 ","2,850 ",7 ,247 ,5 ,181 ,465 ,902 ,07-08,0.51,,,
,,,,"N24'09'12.8""",,,,,,,南,"3.5,4.0",0,1.6,"3,945 ","10,794 ","3,598 ","2,744 ",12 ,273 ,3 ,177 ,389 ,673 ,17-18,,,,
彰化縣,Ⅱ-I88,134線路口,3K+500,"E120'29'30.4""",台61乙線,134線交岔路口~139線交岔路口,3K+000~5K+200,平原區,2.2,19.6,北,"3.5,4.0",0,1.6,"6,686 ","13,671 ","6,214 ","5,297 ",28 ,261 ,3 ,238 ,387 ,875 ,07-08,0.51,,,
,,,,"N24'08'59.0""",,,,,,,南,"3.5,4.0",0,1.6,"6,905 ","14,113 ","6,415 ","5,381 ",30 ,334 ,2 ,238 ,430 ,898 ,17-18,,,,
彰化縣,Ⅱ-I89,和美交流道,6K+500,"E120'31'10.1""",台61乙線,139線交岔路口~和美,5K+200~6K+700,平原區,1.5,22.3,北,"3.7,3.7",0,2.6,"16,428 ","18,086 ","12,057 ","9,368 ",30 ,621 ,33 ,"1,992 ",13 ,"1,952 ",07-08,0.51,,,
,,,,"N24'08'47.9""",,,,,,,南,"4.4,3.7",0,2.6,"15,398 ","17,252 ","11,501 ","8,902 ",45 ,815 ,39 ,"1,695 ",5 ,"1,720 ",17-18,,,,
,,,,,,合計,,,6.7 ,,,,,,"53,431","85,181",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台中市,Ⅱ-I90,大里,6K+000,"E120'39'49.5""",台63線,台中~霧峰,0K+000~10K+800,平原區,10.8,24.4,北,"3.6,3.5,3.6",0,1.4,"11,710 ","124,924 ","11,567 ","11,146 ",257 ,62 ,0 ,10 ,92 ,"1,813 ",17-18,0.51,,,
,,,,"N24'04'36.1""",,,,,,,南,"3.6,3.6,3.6",0,0.7,"11,412 ","121,716 ","11,270 ","10,874 ",263 ,70 ,0 ,0 ,63 ,"1,201 ",07-08,,,,
台中市,"Ⅱ-I90平面
車道",大里,6K+000,"E120'39'49.5""",台63線,台中~霧峰,0K+000~10K+800,平原區,10.8,14,北,5.1,0,1.4,"5,336 ","77,501 ","7,176 ","1,994 ",45 ,229 ,0 ,136 ,"4,772 ",734 ,17-18,0.52,,,
,,,,"N24'04'36.1""",,,,,,,南,5.1,0,1.4,"5,962 ","84,974 ","7,868 ","2,360 ",37 ,275 ,0 ,152 ,"5,044 ",951 ,07-08,,,,
台中市,"Ⅱ-I90入口
匝道",大里,6K+000,"E120'39'49.5""",台63線,台中~霧峰,0K+000~10K+800,平原區,10.8,11.2,北,4.5,0,0.5,"17,408 ","183,557 ","16,996 ","16,575 ",258 ,152 ,1 ,2 ,8 ,"1,614 ",17-18,0.52,,,
,,,,"N24'04'36.1""",,,,,,,南,4.7,0,0.5,"16,135 ","169,096 ","15,657 ","15,173 ",318 ,155 ,0 ,4 ,7 ,"1,433 ",07-08,,,,
南投縣,Ⅱ-I91,草屯,14K+700,"E120'40'44.5""",台63線,霧峰~草屯,10K+800~18K+980,平原區,8.2,17.7,北,"3.2,4.2",0,0.8,"5,356 ","43,362 ","5,288 ","5,097 ",29 ,128 ,0 ,1 ,33 ,"1,124 ",17-18,0.50,,,
,,,,"N24'00'36.2""",,,,,,,南,"3.3,3.7",0,1.6,"5,450 ","44,231 ","5,394 ","5,201 ",27 ,117 ,0 ,1 ,48 ,664 ,11-12,,,,
南投縣,"Ⅱ-I91平面
車道",草屯,14K+700,"E120'40'44.5""",台63線,霧峰~草屯,10K+800~18K+980,平原區,8.2,14,北,5.0,0,1.4,"2,316 ","31,250 ","3,811 ",402 ,2 ,49 ,0 ,53 ,"3,305 ",496 ,07-08,0.52,,,
,,,,"N24'00'36.2""",,,,,,,南,5.0,0,1.4,"2,182 ","28,757 ","3,507 ",417 ,4 ,51 ,0 ,55 ,"2,980 ",263 ,18-19,,,,
南投縣,"Ⅱ-I91入口
匝道",草屯,14K+700,"E120'40'44.5""",台63線,霧峰~草屯,10K+800~18K+980,平原區,8.2,11.4,北,4.0,0,0.5,"7,037 ","55,309 ","6,745 ","6,390 ",217 ,61 ,0 ,21 ,56 ,851 ,17-18,0.52,,,
